Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803)	9.258483e-01	9.911692e-01	0	0	inf	inf	CLIP3;ADIPOQ;LAPTM5
GO_Biological_Process_2021	regulation of viral entry into host cell (GO:0046596)	9.258483e-01	9.911692e-01	0	0	inf	inf	FCN1;CD4;PTX3
GO_Biological_Process_2021	regulation of viral genome replication (GO:0045069)	9.258483e-01	9.911692e-01	0	0	inf	inf	RSAD2;CCL5;CD28
GO_Biological_Process_2021	regulation of viral life cycle (GO:1903900)	9.258483e-01	9.911692e-01	0	0	inf	inf	AXL;CD209;CLEC4G
GO_Biological_Process_2021	regulation of vitamin D biosynthetic process (GO:0060556)	9.258483e-01	9.911692e-01	0	0	inf	inf	IFNG;SNAI1;SNAI2
GO_Biological_Process_2021	regulation of vitamin D receptor signaling pathway (GO:0070562)	9.258483e-01	9.911692e-01	0	0	inf	inf	KANK2;MN1;SNAI2
GO_Biological_Process_2021	relaxation of cardiac muscle (GO:0055119)	9.258483e-01	9.911692e-01	0	0	inf	inf	PLN;ATP1A2;SLC8A1
GO_Biological_Process_2021	relaxation of muscle (GO:0090075)	9.258483e-01	9.911692e-01	0	0	inf	inf	PLN;ATP1A2;SLC8A1
GO_Biological_Process_2021	release of sequestered calcium ion into cytosol by endoplasmic reticulum (GO:1903514)	9.258483e-01	9.911692e-01	0	0	inf	inf	FASLG;CCR5;TRDN
GO_Biological_Process_2021	renal filtration cell differentiation (GO:0061318)	9.258483e-01	9.911692e-01	0	0	inf	inf	BASP1;WT1;PTPRO
GO_Biological_Process_2021	renal tubule development (GO:0061326)	9.258483e-01	9.911692e-01	0	0	inf	inf	MEF2C;COL4A1;PKD2
GO_Biological_Process_2021	renal water homeostasis (GO:0003091)	9.258483e-01	9.911692e-01	0	0	inf	inf	ADCY2;AQP4;ADCY5
GO_Biological_Process_2021	response to caffeine (GO:0031000)	9.258483e-01	9.911692e-01	0	0	inf	inf	CASQ2;RYR3;SLC8A1
GO_Biological_Process_2021	response to catecholamine (GO:0071869)	9.258483e-01	9.911692e-01	0	0	inf	inf	GNG2;NR4A3;DRD5
GO_Biological_Process_2021	response to cholesterol (GO:0070723)	9.258483e-01	9.911692e-01	0	0	inf	inf	SMO;CCR5;CES1
GO_Biological_Process_2021	response to corticosteroid (GO:0031960)	9.258483e-01	9.911692e-01	0	0	inf	inf	IL10;IL6;CALCR
GO_Biological_Process_2021	response to ethanol (GO:0045471)	9.258483e-01	9.911692e-01	0	0	inf	inf	CHRNB2;GLRA1;GRIN2B
GO_Biological_Process_2021	response to exogenous dsRNA (GO:0043330)	9.258483e-01	9.911692e-01	0	0	inf	inf	COLEC12;CAV1;RFTN1
GO_Biological_Process_2021	response to glucagon (GO:0033762)	9.258483e-01	9.911692e-01	0	0	inf	inf	ADCY2;GCG;ADCY5
GO_Biological_Process_2021	response to interferon-beta (GO:0035456)	9.258483e-01	9.911692e-01	0	0	inf	inf	PYHIN1;MNDA;IRGM
GO_Biological_Process_2021	response to interleukin-6 (GO:0070741)	9.258483e-01	9.911692e-01	0	0	inf	inf	PTPRT;PID1;PTGIS
GO_Biological_Process_2021	response to leptin (GO:0044321)	9.258483e-01	9.911692e-01	0	0	inf	inf	NR4A3;LEP;LEPR
GO_Biological_Process_2021	response to muscle stretch (GO:0035994)	9.258483e-01	9.911692e-01	0	0	inf	inf	CDH2;ANKRD1;SLC8A1
GO_Biological_Process_2021	response to organophosphorus (GO:0046683)	9.258483e-01	9.911692e-01	0	0	inf	inf	P2RX7;TRPC3;ABCC9
GO_Biological_Process_2021	response to UV (GO:0009411)	9.258483e-01	9.911692e-01	0	0	inf	inf	MFAP4;SCARA3;IL12B
GO_Biological_Process_2021	retinal metabolic process (GO:0042574)	9.258483e-01	9.911692e-01	0	0	inf	inf	ALDH1A3;CYP27C1;CYP1B1
GO_Biological_Process_2021	rhodopsin mediated signaling pathway (GO:0016056)	9.258483e-01	9.911692e-01	0	0	inf	inf	PDE6G;PDE6B;CNGB1
GO_Biological_Process_2021	RNA phosphodiester bond hydrolysis (GO:0090501)	9.258483e-01	9.911692e-01	0	0	inf	inf	SLFN14;RNASE6;RNASE2
GO_Biological_Process_2021	RNA splicing (GO:0008380)	9.258483e-01	9.911692e-01	0	0	inf	inf	NOVA1;WT1;CELF3
GO_Biological_Process_2021	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	9.258483e-01	9.911692e-01	0	0	inf	inf	NOVA1;ELAVL2;SRSF12
GO_Biological_Process_2021	RNA stabilization (GO:0043489)	9.258483e-01	9.911692e-01	0	0	inf	inf	GDNF;VIP;RBM24
GO_Biological_Process_2021	RNA transport (GO:0050658)	9.258483e-01	9.911692e-01	0	0	inf	inf	RBFOX1;KIF5C;RFTN1
GO_Biological_Process_2021	Roundabout signaling pathway (GO:0035385)	9.258483e-01	9.911692e-01	0	0	inf	inf	SLIT3;SLIT2;ROBO1
GO_Biological_Process_2021	salivary gland development (GO:0007431)	9.258483e-01	9.911692e-01	0	0	inf	inf	TGFB2;TGFB3;FGF10
GO_Biological_Process_2021	sarcomere organization (GO:0045214)	9.258483e-01	9.911692e-01	0	0	inf	inf	TNNT3;ANKRD1;CASQ1
GO_Biological_Process_2021	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146)	9.258483e-01	9.911692e-01	0	0	inf	inf	FBXL22;FBXL7;PSMA8
GO_Biological_Process_2021	semaphorin-plexin signaling pathway involved in neuron projection guidance (GO:1902285)	9.258483e-01	9.911692e-01	0	0	inf	inf	SEMA3A;PLXNC1;PLXNA4
GO_Biological_Process_2021	sensory organ morphogenesis (GO:0090596)	9.258483e-01	9.911692e-01	0	0	inf	inf	COL5A1;COL5A2;GLI3
GO_Biological_Process_2021	sensory perception of smell (GO:0007608)	9.258483e-01	9.911692e-01	0	0	inf	inf	SLC24A4;SYT10;GPR148
GO_Biological_Process_2021	short-term memory (GO:0007614)	9.258483e-01	9.911692e-01	0	0	inf	inf	NPAS4;CALB1;SLC2A4
GO_Biological_Process_2021	smooth muscle cell migration (GO:0014909)	9.258483e-01	9.911692e-01	0	0	inf	inf	PDGFRB;ITGB3;PLAT
GO_Biological_Process_2021	sodium ion import across plasma membrane (GO:0098719)	9.258483e-01	9.911692e-01	0	0	inf	inf	HCN4;SLC9A9;SLC8A1
GO_Biological_Process_2021	spermatid development (GO:0007286)	9.258483e-01	9.911692e-01	0	0	inf	inf	DDX25;CCDC42;JAM2
GO_Biological_Process_2021	spliceosomal complex assembly (GO:0000245)	9.258483e-01	9.911692e-01	0	0	inf	inf	CELF2;CELF3;CELF4
GO_Biological_Process_2021	steroid hormone mediated signaling pathway (GO:0043401)	9.258483e-01	9.911692e-01	0	0	inf	inf	AR;PGR;ESR1
GO_Biological_Process_2021	stress-activated MAPK cascade (GO:0051403)	9.258483e-01	9.911692e-01	0	0	inf	inf	MAPK10;TNFRSF19;ARHGEF6
GO_Biological_Process_2021	substrate-dependent cell migration (GO:0006929)	9.258483e-01	9.911692e-01	0	0	inf	inf	P2RY12;PTPRC;ITGA11
GO_Biological_Process_2021	sulfation (GO:0051923)	9.258483e-01	9.911692e-01	0	0	inf	inf	CHST4;SULT4A1;SULT1C4
GO_Biological_Process_2021	sulfur amino acid metabolic process (GO:0000096)	9.258483e-01	9.911692e-01	0	0	inf	inf	BHMT;BHMT2;GADL1
GO_Biological_Process_2021	superoxide anion generation (GO:0042554)	9.258483e-01	9.911692e-01	0	0	inf	inf	TAFA4;NCF2;CYBB
GO_Biological_Process_2021	synaptic transmission, glycinergic (GO:0060012)	9.258483e-01	9.911692e-01	0	0	inf	inf	GLRA1;GLRA3;GLRB
GO_Biological_Process_2021	synaptic vesicle localization (GO:0097479)	9.258483e-01	9.911692e-01	0	0	inf	inf	NLGN1;KIF5C;KIF5A
GO_Biological_Process_2021	T cell apoptotic process (GO:0070231)	9.258483e-01	9.911692e-01	0	0	inf	inf	FASLG;CLC;GLI3
GO_Biological_Process_2021	T cell differentiation in thymus (GO:0033077)	9.258483e-01	9.911692e-01	0	0	inf	inf	PTPRC;CCR6;GLI3
GO_Biological_Process_2021	T-helper 1 type immune response (GO:0042088)	9.258483e-01	9.911692e-01	0	0	inf	inf	LEF1;IL12B;TLR4
GO_Biological_Process_2021	thorax and anterior abdomen determination (GO:0007356)	9.258483e-01	9.911692e-01	0	0	inf	inf	TIFAB;BASP1;WT1
GO_Biological_Process_2021	TRIF-dependent toll-like receptor signaling pathway (GO:0035666)	9.258483e-01	9.911692e-01	0	0	inf	inf	LY96;CD300LF;TLR4
GO_Biological_Process_2021	triglyceride homeostasis (GO:0070328)	9.258483e-01	9.911692e-01	0	0	inf	inf	C1QTNF3;NR1H4;GPIHBP1
GO_Biological_Process_2021	triglyceride metabolic process (GO:0006641)	9.258483e-01	9.911692e-01	0	0	inf	inf	FABP4;LIPI;CAV1
GO_Biological_Process_2021	tube closure (GO:0060606)	9.258483e-01	9.911692e-01	0	0	inf	inf	TGFB2;DLC1;PRICKLE1
GO_Biological_Process_2021	type B pancreatic cell differentiation (GO:0003309)	9.258483e-01	9.911692e-01	0	0	inf	inf	CDH2;RFX6;BMP5
GO_Biological_Process_2021	venous blood vessel development (GO:0060841)	9.258483e-01	9.911692e-01	0	0	inf	inf	CCBE1;FOXF1;APLNR
GO_Biological_Process_2021	vesicle cytoskeletal trafficking (GO:0099518)	9.258483e-01	9.911692e-01	0	0	inf	inf	SYT4;MYO5A;PPFIA2
GO_Biological_Process_2021	water transport (GO:0006833)	9.258483e-01	9.911692e-01	0	0	inf	inf	AQP9;PDPN;AQP4
GO_Biological_Process_2021	Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation (GO:1904953)	9.258483e-01	9.911692e-01	0	0	inf	inf	WNT5A;WNT9B;WNT2
GO_Biological_Process_2021	zygotic determination of anterior/posterior axis, embryo (GO:0007354)	9.258483e-01	9.911692e-01	0	0	inf	inf	TIFAB;BASP1;WT1
GO_Biological_Process_2021	zymogen activation (GO:0031638)	9.258483e-01	9.911692e-01	0	0	inf	inf	C1R;PLAT;HPR
GO_Biological_Process_2021	potassium ion transport (GO:0006813)	9.297946e-01	9.911692e-01	0	0	4.621165e-01	3.363818e-02	HCN4;SLC24A2;KCNG3;KCNE1;SLC24A4;KCNC1;LRRC38;KCNA1;KCNA2;ATP1A4;KCNA3;SLC1A3;KCNA4;ATP1A2;KCNA5;PKD2;LRRC55;NALCN;KCNMB1;KCNMB2;KCNJ5;KCND2;KCNH7;KCNB1;KCNJ12;KCNB2;KCNK13;KCNJ15;ABCC9;KCNAB1;KCNS1;KCNS2;KCNQ2;SLC9A9;KCNQ5;KCNK2
GO_Biological_Process_2021	kidney development (GO:0001822)	9.324904e-01	9.911692e-01	0	0	4.131923e-01	2.888065e-02	ROBO2;KANK2;TGFB2;OSR1;TCF21;GDF6;SULF1;PCSK5;GLI2;PYGO1;GDNF;WT1;AGTR1;ITGA8;HAS2;FGF10
GO_Biological_Process_2021	protein modification by small protein conjugation (GO:0032446)	9.324904e-01	9.911692e-01	0	0	4.131923e-01	2.888065e-02	TRIM61;EGR2;TRIM63;ASB11;KLHL13;MEFV;RNF144A;CAND2;SPSB1;HECW1;ASB9;TRIM58;ASB2;PDZRN3;FBXL7;SPSB4
GO_Biological_Process_2021	sensory perception of light stimulus (GO:0050953)	9.394605e-01	9.911692e-01	0	0	3.872473e-01	2.418341e-02	CHRNB2;RD3;COL11A1;RGS16;CRYBB1;CRYGN;EYA4;SLC4A10;TULP2;RPE65;COL1A1;CRYGD;EFEMP1;PRPH2;CNGB1
GO_Biological_Process_2021	visual perception (GO:0007601)	9.394605e-01	9.911692e-01	0	0	3.872473e-01	2.418341e-02	CHRNB2;RD3;COL11A1;RGS16;CRYBB1;CRYGN;EYA4;SLC4A10;TULP2;RPE65;COL1A1;CRYGD;EFEMP1;PRPH2;CNGB1
GO_Biological_Process_2021	'de novo' posttranslational protein folding (GO:0051084)	9.499410e-01	9.911692e-01	0	0	inf	inf	DNAJB5;DNAJB4
GO_Biological_Process_2021	3'-phosphoadenosine 5'-phosphosulfate metabolic process (GO:0050427)	9.499410e-01	9.911692e-01	0	0	inf	inf	SULT4A1;SULT1C4
GO_Biological_Process_2021	3'-UTR-mediated mRNA stabilization (GO:0070935)	9.499410e-01	9.911692e-01	0	0	inf	inf	DAZL;ELAVL4
GO_Biological_Process_2021	acid secretion (GO:0046717)	9.499410e-01	9.911692e-01	0	0	inf	inf	GHRL;SLC51B
GO_Biological_Process_2021	acidic amino acid transport (GO:0015800)	9.499410e-01	9.911692e-01	0	0	inf	inf	GJA1;SLC1A3
GO_Biological_Process_2021	actin crosslink formation (GO:0051764)	9.499410e-01	9.911692e-01	0	0	inf	inf	DPYSL3;AIF1
GO_Biological_Process_2021	actin filament reorganization (GO:0090527)	9.499410e-01	9.911692e-01	0	0	inf	inf	EFS;CASS4
GO_Biological_Process_2021	actin nucleation (GO:0045010)	9.499410e-01	9.911692e-01	0	0	inf	inf	MAGEL2;LMOD1
GO_Biological_Process_2021	actin-mediated cell contraction (GO:0070252)	9.499410e-01	9.911692e-01	0	0	inf	inf	ACTC1;PDPN
GO_Biological_Process_2021	activation of protein kinase A activity (GO:0034199)	9.499410e-01	9.911692e-01	0	0	inf	inf	ADCY2;ADCY5
GO_Biological_Process_2021	activation of protein kinase C activity (GO:1990051)	9.499410e-01	9.911692e-01	0	0	inf	inf	CD86;LEP
GO_Biological_Process_2021	activin receptor signaling pathway (GO:0032924)	9.499410e-01	9.911692e-01	0	0	inf	inf	INHBA;GDF6
GO_Biological_Process_2021	acyl-CoA metabolic process (GO:0006637)	9.499410e-01	9.911692e-01	0	0	inf	inf	ACSM5;ACSM2B
GO_Biological_Process_2021	acylglycerol metabolic process (GO:0006639)	9.499410e-01	9.911692e-01	0	0	inf	inf	DGKB;CAV1
GO_Biological_Process_2021	adenosine metabolic process (GO:0046085)	9.499410e-01	9.911692e-01	0	0	inf	inf	NT5C1A;ADA2
GO_Biological_Process_2021	adenylate cyclase-activating dopamine receptor signaling pathway (GO:0007191)	9.499410e-01	9.911692e-01	0	0	inf	inf	GNG2;DRD5
GO_Biological_Process_2021	adrenal gland development (GO:0030325)	9.499410e-01	9.911692e-01	0	0	inf	inf	WT1;DKK3
GO_Biological_Process_2021	adult heart development (GO:0007512)	9.499410e-01	9.911692e-01	0	0	inf	inf	APELA;HAND2
GO_Biological_Process_2021	alanine transport (GO:0032328)	9.499410e-01	9.911692e-01	0	0	inf	inf	SLC6A17;SLC7A10
GO_Biological_Process_2021	alpha-amino acid catabolic process (GO:1901606)	9.499410e-01	9.911692e-01	0	0	inf	inf	TDO2;IDO2
GO_Biological_Process_2021	amacrine cell differentiation (GO:0035881)	9.499410e-01	9.911692e-01	0	0	inf	inf	NEUROD1;RORB
GO_Biological_Process_2021	amino-acid betaine metabolic process (GO:0006577)	9.499410e-01	9.911692e-01	0	0	inf	inf	BHMT;BHMT2
GO_Biological_Process_2021	AMP metabolic process (GO:0046033)	9.499410e-01	9.911692e-01	0	0	inf	inf	NT5C1A;AMPD1
GO_Biological_Process_2021	amylin receptor signaling pathway (GO:0097647)	9.499410e-01	9.911692e-01	0	0	inf	inf	CALCR;IAPP
GO_Biological_Process_2021	angiogenesis involved in wound healing (GO:0060055)	9.499410e-01	9.911692e-01	0	0	inf	inf	ITGB3;NDNF
GO_Biological_Process_2021	anterograde dendritic transport (GO:0098937)	9.499410e-01	9.911692e-01	0	0	inf	inf	KIF5C;KIF5A
GO_Biological_Process_2021	anterograde dendritic transport of neurotransmitter receptor complex (GO:0098971)	9.499410e-01	9.911692e-01	0	0	inf	inf	KIF5C;KIF5A
GO_Biological_Process_2021	aorta morphogenesis (GO:0035909)	9.499410e-01	9.911692e-01	0	0	inf	inf	PDGFRB;MYLK
GO_Biological_Process_2021	apical protein localization (GO:0045176)	9.499410e-01	9.911692e-01	0	0	inf	inf	MAL;JAM3
GO_Biological_Process_2021	apoptotic mitochondrial changes (GO:0008637)	9.499410e-01	9.911692e-01	0	0	inf	inf	CAMK2A;BCL2
GO_Biological_Process_2021	arginine metabolic process (GO:0006525)	9.499410e-01	9.911692e-01	0	0	inf	inf	NOS1;ART4
GO_Biological_Process_2021	aromatic amino acid family catabolic process (GO:0009074)	9.499410e-01	9.911692e-01	0	0	inf	inf	TDO2;IDO2
GO_Biological_Process_2021	aspartate family amino acid catabolic process (GO:0009068)	9.499410e-01	9.911692e-01	0	0	inf	inf	SDS;ASPA
GO_Biological_Process_2021	ATP-dependent chromatin remodeling (GO:0043044)	9.499410e-01	9.911692e-01	0	0	inf	inf	CECR2;ACTL6B
GO_Biological_Process_2021	atrial cardiac muscle cell membrane repolarization (GO:0099624)	9.499410e-01	9.911692e-01	0	0	inf	inf	KCNJ5;KCNA5
GO_Biological_Process_2021	atrial septum development (GO:0003283)	9.499410e-01	9.911692e-01	0	0	inf	inf	TGFB2;ANK2
GO_Biological_Process_2021	autophagy of mitochondrion (GO:0000422)	9.499410e-01	9.911692e-01	0	0	inf	inf	MAP1LC3C;CTSK
GO_Biological_Process_2021	AV node cell action potential (GO:0086016)	9.499410e-01	9.911692e-01	0	0	inf	inf	SCN4B;CACNA1G
GO_Biological_Process_2021	axoneme assembly (GO:0035082)	9.499410e-01	9.911692e-01	0	0	inf	inf	DCX;CFAP206
GO_Biological_Process_2021	beta-catenin-TCF complex assembly (GO:1904837)	9.499410e-01	9.911692e-01	0	0	inf	inf	PYGO1;LEF1
GO_Biological_Process_2021	bicarbonate transport (GO:0015701)	9.499410e-01	9.911692e-01	0	0	inf	inf	SLC4A10;RHAG
GO_Biological_Process_2021	bile acid biosynthetic process (GO:0006699)	9.499410e-01	9.911692e-01	0	0	inf	inf	CH25H;CYP7B1
GO_Biological_Process_2021	bile acid metabolic process (GO:0008206)	9.499410e-01	9.911692e-01	0	0	inf	inf	CH25H;CYP7B1
GO_Biological_Process_2021	blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:0002043)	9.499410e-01	9.911692e-01	0	0	inf	inf	SEMA5A;BMPER
GO_Biological_Process_2021	body fluid secretion (GO:0007589)	9.499410e-01	9.911692e-01	0	0	inf	inf	SLC22A2;VIP
GO_Biological_Process_2021	bone cell development (GO:0098751)	9.499410e-01	9.911692e-01	0	0	inf	inf	THPO;KIT
GO_Biological_Process_2021	bone marrow development (GO:0048539)	9.499410e-01	9.911692e-01	0	0	inf	inf	PTPRC;LRRC17
GO_Biological_Process_2021	brain morphogenesis (GO:0048854)	9.499410e-01	9.911692e-01	0	0	inf	inf	CTNNA2;SLC6A4
GO_Biological_Process_2021	brown fat cell differentiation (GO:0050873)	9.499410e-01	9.911692e-01	0	0	inf	inf	ADIPOQ;UCP1
GO_Biological_Process_2021	bundle of His cell action potential (GO:0086043)	9.499410e-01	9.911692e-01	0	0	inf	inf	CACNA2D1;KCNA5
GO_Biological_Process_2021	cAMP biosynthetic process (GO:0006171)	9.499410e-01	9.911692e-01	0	0	inf	inf	ADCY2;ADCY5
GO_Biological_Process_2021	cannabinoid signaling pathway (GO:0038171)	9.499410e-01	9.911692e-01	0	0	inf	inf	CNR2;CNR1
GO_Biological_Process_2021	carbohydrate biosynthetic process (GO:0016051)	9.499410e-01	9.911692e-01	0	0	inf	inf	ST8SIA6;ST6GALNAC5
GO_Biological_Process_2021	carbohydrate derivative catabolic process (GO:1901136)	9.499410e-01	9.911692e-01	0	0	inf	inf	AOAH;SAMHD1
GO_Biological_Process_2021	carboxylic acid transmembrane transport (GO:1905039)	9.499410e-01	9.911692e-01	0	0	inf	inf	ABCB1;SLC7A10
GO_Biological_Process_2021	cardiac muscle cell membrane repolarization (GO:0099622)	9.499410e-01	9.911692e-01	0	0	inf	inf	KCNJ5;KCNE1
GO_Biological_Process_2021	cardiac muscle cell proliferation (GO:0060038)	9.499410e-01	9.911692e-01	0	0	inf	inf	TGFBR3;TGFB2
GO_Biological_Process_2021	catecholamine biosynthetic process (GO:0042423)	9.499410e-01	9.911692e-01	0	0	inf	inf	MOXD1;TGFB2
GO_Biological_Process_2021	CD4-positive, alpha-beta T cell activation (GO:0035710)	9.499410e-01	9.911692e-01	0	0	inf	inf	RSAD2;TNFSF4
GO_Biological_Process_2021	Cdc42 protein signal transduction (GO:0032488)	9.499410e-01	9.911692e-01	0	0	inf	inf	RHOJ;WAS
GO_Biological_Process_2021	cell cycle G1/S phase transition (GO:0044843)	9.499410e-01	9.911692e-01	0	0	inf	inf	CAMK2A;INHBA
GO_Biological_Process_2021	cell differentiation in hindbrain (GO:0021533)	9.499410e-01	9.911692e-01	0	0	inf	inf	PHOX2B;CBLN1
GO_Biological_Process_2021	cell differentiation in spinal cord (GO:0021515)	9.499410e-01	9.911692e-01	0	0	inf	inf	DRAXIN;MDGA1
GO_Biological_Process_2021	cell differentiation involved in metanephros development (GO:0072202)	9.499410e-01	9.911692e-01	0	0	inf	inf	OSR1;TCF21
GO_Biological_Process_2021	cell migration involved in gastrulation (GO:0042074)	9.499410e-01	9.911692e-01	0	0	inf	inf	APELA;GPC3
GO_Biological_Process_2021	cell part morphogenesis (GO:0032990)	9.499410e-01	9.911692e-01	0	0	inf	inf	PID1;WASF1
GO_Biological_Process_2021	cell-cell adhesion mediated by integrin (GO:0033631)	9.499410e-01	9.911692e-01	0	0	inf	inf	ITGA4;PLPP3
GO_Biological_Process_2021	cellular biogenic amine catabolic process (GO:0042402)	9.499410e-01	9.911692e-01	0	0	inf	inf	DMGDH;BHMT
GO_Biological_Process_2021	cellular iron ion homeostasis (GO:0006879)	9.499410e-01	9.911692e-01	0	0	inf	inf	SCARA5;CYBRD1
GO_Biological_Process_2021	cellular lipid catabolic process (GO:0044242)	9.499410e-01	9.911692e-01	0	0	inf	inf	CYP1B1;AOAH
GO_Biological_Process_2021	cellular polysaccharide catabolic process (GO:0044247)	9.499410e-01	9.911692e-01	0	0	inf	inf	PYGM;AOAH
GO_Biological_Process_2021	cellular potassium ion homeostasis (GO:0030007)	9.499410e-01	9.911692e-01	0	0	inf	inf	ATP1A4;ATP1A2
GO_Biological_Process_2021	cellular response to acetylcholine (GO:1905145)	9.499410e-01	9.911692e-01	0	0	inf	inf	CHRNB2;CHRNA3
GO_Biological_Process_2021	cellular response to acid chemical (GO:0071229)	9.499410e-01	9.911692e-01	0	0	inf	inf	GLRA1;CPEB1
GO_Biological_Process_2021	cellular response to amino acid starvation (GO:0034198)	9.499410e-01	9.911692e-01	0	0	inf	inf	DAPL1;PRKD1
GO_Biological_Process_2021	cellular response to amino acid stimulus (GO:0071230)	9.499410e-01	9.911692e-01	0	0	inf	inf	GLRA1;CPEB1
GO_Biological_Process_2021	cellular response to angiotensin (GO:1904385)	9.499410e-01	9.911692e-01	0	0	inf	inf	CAMK2A;AGTR1
GO_Biological_Process_2021	cellular response to cGMP (GO:0071321)	9.499410e-01	9.911692e-01	0	0	inf	inf	HCN4;PDE3A
GO_Biological_Process_2021	cellular response to cholesterol (GO:0071397)	9.499410e-01	9.911692e-01	0	0	inf	inf	SMO;CES1
GO_Biological_Process_2021	cellular response to corticosteroid stimulus (GO:0071384)	9.499410e-01	9.911692e-01	0	0	inf	inf	FAM107A;SSTR4
GO_Biological_Process_2021	cellular response to dsRNA (GO:0071359)	9.499410e-01	9.911692e-01	0	0	inf	inf	COLEC12;CAV1
GO_Biological_Process_2021	cellular response to erythropoietin (GO:0036018)	9.499410e-01	9.911692e-01	0	0	inf	inf	KIT;RHEX
GO_Biological_Process_2021	cellular response to exogenous dsRNA (GO:0071360)	9.499410e-01	9.911692e-01	0	0	inf	inf	COLEC12;CAV1
GO_Biological_Process_2021	cellular response to forskolin (GO:1904322)	9.499410e-01	9.911692e-01	0	0	inf	inf	ADCY2;ADCY5
GO_Biological_Process_2021	cellular response to gamma radiation (GO:0071480)	9.499410e-01	9.911692e-01	0	0	inf	inf	CRYAB;TSPYL5
GO_Biological_Process_2021	cellular response to glucose starvation (GO:0042149)	9.499410e-01	9.911692e-01	0	0	inf	inf	NUAK1;SIK1
GO_Biological_Process_2021	cellular response to granulocyte macrophage colony-stimulating factor stimulus (GO:0097011)	9.499410e-01	9.911692e-01	0	0	inf	inf	CD4;CSF2
GO_Biological_Process_2021	cellular response to heat (GO:0034605)	9.499410e-01	9.911692e-01	0	0	inf	inf	MAPT;THBS1
GO_Biological_Process_2021	cellular response to increased oxygen levels (GO:0036295)	9.499410e-01	9.911692e-01	0	0	inf	inf	CAV1;FOXO1
GO_Biological_Process_2021	cellular response to inorganic substance (GO:0071241)	9.499410e-01	9.911692e-01	0	0	inf	inf	GUCY1B1;FOXO1
GO_Biological_Process_2021	cellular response to interferon-alpha (GO:0035457)	9.499410e-01	9.911692e-01	0	0	inf	inf	AXL;PYHIN1
GO_Biological_Process_2021	cellular response to interleukin-15 (GO:0071350)	9.499410e-01	9.911692e-01	0	0	inf	inf	CD4;IL2RB
GO_Biological_Process_2021	cellular response to interleukin-21 (GO:0098757)	9.499410e-01	9.911692e-01	0	0	inf	inf	IL21;IL21R
GO_Biological_Process_2021	cellular response to interleukin-4 (GO:0071353)	9.499410e-01	9.911692e-01	0	0	inf	inf	DCSTAMP;LEF1
GO_Biological_Process_2021	cellular response to ionizing radiation (GO:0071479)	9.499410e-01	9.911692e-01	0	0	inf	inf	CRYAB;TSPYL5
GO_Biological_Process_2021	cellular response to macrophage colony-stimulating factor stimulus (GO:0036006)	9.499410e-01	9.911692e-01	0	0	inf	inf	CSF1R;DCSTAMP
GO_Biological_Process_2021	cellular response to nitric oxide (GO:0071732)	9.499410e-01	9.911692e-01	0	0	inf	inf	GUCY1B1;FOXO1
GO_Biological_Process_2021	cellular response to platelet-derived growth factor stimulus (GO:0036120)	9.499410e-01	9.911692e-01	0	0	inf	inf	HAS1;HAS2
GO_Biological_Process_2021	cellular response to potassium ion (GO:0035865)	9.499410e-01	9.911692e-01	0	0	inf	inf	CRHBP;DLG2
GO_Biological_Process_2021	cellular response to reactive nitrogen species (GO:1902170)	9.499410e-01	9.911692e-01	0	0	inf	inf	GUCY1B1;FOXO1
GO_Biological_Process_2021	cellular response to sterol (GO:0036315)	9.499410e-01	9.911692e-01	0	0	inf	inf	SMO;CES1
GO_Biological_Process_2021	cellular response to thyroid hormone stimulus (GO:0097067)	9.499410e-01	9.911692e-01	0	0	inf	inf	RDX;GATA1
GO_Biological_Process_2021	cellular response to UV (GO:0034644)	9.499410e-01	9.911692e-01	0	0	inf	inf	MFAP4;MMP2
GO_Biological_Process_2021	cellular response to vascular endothelial growth factor stimulus (GO:0035924)	9.499410e-01	9.911692e-01	0	0	inf	inf	GAS1;PRKD1
GO_Biological_Process_2021	cellular response to vitamin (GO:0071295)	9.499410e-01	9.911692e-01	0	0	inf	inf	POSTN;SFRP1
GO_Biological_Process_2021	cellular triglyceride homeostasis (GO:0035356)	9.499410e-01	9.911692e-01	0	0	inf	inf	C1QTNF3;NR1H4
GO_Biological_Process_2021	central nervous system neuron axonogenesis (GO:0021955)	9.499410e-01	9.911692e-01	0	0	inf	inf	CHRNB2;PHOX2B
GO_Biological_Process_2021	central nervous system neuron development (GO:0021954)	9.499410e-01	9.911692e-01	0	0	inf	inf	NPY;MAPT
GO_Biological_Process_2021	central nervous system projection neuron axonogenesis (GO:0021952)	9.499410e-01	9.911692e-01	0	0	inf	inf	CHRNB2;GLI2
GO_Biological_Process_2021	ceramide metabolic process (GO:0006672)	9.499410e-01	9.911692e-01	0	0	inf	inf	ACER1;PLPP3
